base,clouds,cod,coord,dt,id,main,message,name,rain,snow,sys,visibility,weather,wind
stations,{'all': 68},200,"{'lon': 92.07, 'lat': 49.98}",1552291696.0,1515029.0,"{'temp': 24.36, 'pressure': 1025.81, 'humidity': 87, 'temp_min': 24.36, 'temp_max': 24.36, 'sea_level': 1025.81, 'grnd_level': 813.03}",,Ulaangom,,,"{'message': 0.0031, 'country': 'MN', 'sunrise': 1552263279, 'sunset': 1552304986}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 2.39, 'deg': 82.5009}"
stations,{'all': 8},200,"{'lon': 82.72, 'lat': 18.81}",1552291470.0,1266128.0,"{'temp': 88.71, 'pressure': 1010.81, 'humidity': 36, 'temp_min': 88.71, 'temp_max': 88.71, 'sea_level': 1010.81, 'grnd_level': 916.31}",,Koraput,{'3h': 0.43625},,"{'message': 0.0036, 'country': 'IN', 'sunrise': 1552264850, 'sunset': 1552307864}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 1.83, 'deg': 339.501}"
stations,{'all': 44},200,"{'lon': 151.11, 'lat': -29.78}",1552291419.0,2162662.0,"{'temp': 85.64, 'pressure': 1011, 'humidity': 33, 'temp_min': 82, 'temp_max': 88}",,Inverell,,,"{'type': 3, 'id': 2008815, 'message': 0.0042, 'country': 'AU', 'sunrise': 1552247582, 'sunset': 1552292266}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 4, 'deg': 258, 'gust': 4.02}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 24},200,"{'lon': 24.68, 'lat': 41.53}",1552291684.0,727030.0,"{'temp': 57.87, 'pressure': 1012, 'humidity': 36, 'temp_min': 55.4, 'temp_max': 62.6}",,Milkovo,,,"{'type': 1, 'id': 6363, 'message': 0.0033, 'country': 'BG', 'sunrise': 1552279201, 'sunset': 1552321392}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 14.99, 'deg': 300}"
stations,{'all': 1},200,"{'lon': -87.86, 'lat': 14.25}",1552287480.0,3601784.0,"{'temp': 68, 'pressure': 1017, 'humidity': 82, 'temp_min': 68, 'temp_max': 68}",,San Pedro de Tutule,,,"{'type': 1, 'id': 7095, 'message': 0.0034, 'country': 'HN', 'sunrise': 1552305696, 'sunset': 1552348876}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.36, 'deg': 260}"
stations,{'all': 0},200,"{'lon': -62.99, 'lat': -40.81}",1552291559.0,3832899.0,"{'temp': 57.25, 'pressure': 1016.49, 'humidity': 68, 'temp_min': 57.25, 'temp_max': 57.25, 'sea_level': 1016.49, 'grnd_level': 1012.95}",,Viedma,,,"{'message': 0.003, 'country': 'AR', 'sunrise': 1552298701, 'sunset': 1552343881}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 11.56, 'deg': 328.001}"
stations,{'all': 76},200,"{'lon': -91.62, 'lat': 48.76}",1552291662.0,5888001.0,"{'temp': 19.5, 'pressure': 1022.81, 'humidity': 73, 'temp_min': 19.5, 'temp_max': 19.5, 'sea_level': 1022.81, 'grnd_level': 969.75}",,Atikokan,,,"{'message': 0.0031, 'country': 'CA', 'sunrise': 1552307263, 'sunset': 1552349154}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]","{'speed': 7.43, 'deg': 289.501}"
stations,{'all': 8},200,"{'lon': 152.91, 'lat': -31.43}",1552291445.0,2152659.0,"{'temp': 77, 'pressure': 1007, 'humidity': 69, 'temp_min': 77, 'temp_max': 77}",,Port Macquarie,,,"{'type': 1, 'id': 9610, 'message': 0.0037, 'country': 'AU', 'sunrise': 1552247109, 'sunset': 1552291873}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]","{'speed': 11.41, 'deg': 130}"
stations,{'all': 8},200,"{'lon': 0.71, 'lat': 49.65}",1552291694.0,3031871.0,"{'temp': 42.4, 'pressure': 1024, 'humidity': 80, 'temp_min': 39.2, 'temp_max': 44.6}",,Veraval,{'1h': 0.38},,"{'type': 1, 'id': 6536, 'message': 0.0041, 'country': 'FR', 'sunrise': 1552285163, 'sunset': 1552326946}",10000.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 17.22, 'deg': 300}"
stations,{'all': 8},200,"{'lon': 134.64, 'lat': 67.65}",1552291698.0,2027044.0,"{'temp': -14.75, 'pressure': 1016.09, 'humidity': 64, 'temp_min': -14.75, 'temp_max': -14.75, 'sea_level': 1016.09, 'grnd_level': 981.19}",,Batagay,,,"{'message': 0.0085, 'country': 'RU', 'sunrise': 1552254004, 'sunset': 1552293883}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]","{'speed': 2.84, 'deg': 104.501}"
stations,{'all': 1},200,"{'lon': -121.89, 'lat': 36.6}",1552291693.0,5374361.0,"{'temp': 42.75, 'pressure': 1018, 'humidity': 93, 'temp_min': 37, 'temp_max': 46.99}",,Monterey,{'1h': 0.25},,"{'type': 1, 'id': 3723, 'message': 0.0069, 'country': 'US', 'sunrise': 1552314233, 'sunset': 1552356693}",16093.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 3.36, 'deg': 100}"
stations,{'all': 0},200,"{'lon': 100.46, 'lat': 38.94}",1552291698.0,1785036.0,"{'temp': 42.85, 'pressure': 1018.37, 'humidity': 73, 'temp_min': 42.85, 'temp_max': 42.85, 'sea_level': 1018.37, 'grnd_level': 820.55}",,Zhangye,,,"{'message': 0.0031, 'country': 'CN', 'sunrise': 1552260974, 'sunset': 1552303247}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.41, 'deg': 327.501}"
stations,{'all': 0},200,"{'lon': 33.45, 'lat': 69.2}",1552289400.0,506763.0,"{'temp': 21.2, 'pressure': 998, 'humidity': 73, 'temp_min': 21.2, 'temp_max': 21.2}",,Polyarnyy,,,"{'type': 1, 'id': 8927, 'message': 0.0035, 'country': 'RU', 'sunrise': 1552278362, 'sunset': 1552318096}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 2.24, 'deg': 300}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 20},200,"{'lon': 57.76, 'lat': -20.21}",1552291447.0,1106643.0,"{'temp': 85.53, 'pressure': 1013, 'humidity': 66, 'temp_min': 84.99, 'temp_max': 86}",,Quatre Cocos,,,"{'type': 1, 'id': 2061, 'message': 0.0038, 'country': 'MU', 'sunrise': 1552270197, 'sunset': 1552314461}",10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]","{'speed': 9.17, 'deg': 60}"
stations,{'all': 75},200,"{'lon': 8.11, 'lat': 53.53}",1552291687.0,2808720.0,"{'temp': 37, 'pressure': 1007, 'humidity': 93, 'temp_min': 35.6, 'temp_max': 39.99}",,Wilhelmshaven,{'1h': 0.47},,"{'type': 1, 'id': 1852, 'message': 0.0045, 'country': 'DE', 'sunrise': 1552283517, 'sunset': 1552325048}",8000.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]","{'speed': 16.11, 'deg': 270}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 0},200,"{'lon': -55.82, 'lat': -27.46}",1552287600.0,3429886.0,"{'temp': 68, 'pressure': 1014, 'humidity': 88, 'temp_min': 68, 'temp_max': 68}",,Punta Alta,,,"{'type': 1, 'id': 8263, 'message': 0.0035, 'country': 'AR', 'sunrise': 1552297318, 'sunset': 1552341841}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 6.93, 'deg': 110}"
stations,{'all': 75},200,"{'lon': 42.51, 'lat': 42.09}",1552289400.0,611219.0,"{'temp': 53.6, 'pressure': 1018, 'humidity': 76, 'temp_min': 53.6, 'temp_max': 53.6}",,Vani,,,"{'type': 1, 'id': 8856, 'message': 0.0037, 'country': 'GE', 'sunrise': 1552274940, 'sunset': 1552317096}",10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 5.82, 'deg': 100}"
stations,{'all': 1},200,"{'lon': -124.22, 'lat': 43.37}",1552291528.0,5720495.0,"{'temp': 38.82, 'pressure': 1022, 'humidity': 93, 'temp_min': 37, 'temp_max': 39.99}",,Coos Bay,,,"{'type': 1, 'id': 5239, 'message': 0.0042, 'country': 'US', 'sunrise': 1552314938, 'sunset': 1552357116}",16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 8.05, 'deg': 130}"
stations,{'all': 32},200,"{'lon': -53.07, 'lat': -23.78}",1552291700.0,3465083.0,"{'temp': 68.95, 'pressure': 1013.57, 'humidity': 92, 'temp_min': 68.95, 'temp_max': 68.95, 'sea_level': 1013.57, 'grnd_level': 957.75}",,Cruzeiro do Oeste,,,"{'message': 0.0033, 'country': 'BR', 'sunrise': 1552296733, 'sunset': 1552341110}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 11.12, 'deg': 81.0009}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 40},200,"{'lon': -68.97, 'lat': 18.43}",1552291200.0,3500957.0,"{'temp': 77, 'pressure': 1017, 'humidity': 73, 'temp_min': 77, 'temp_max': 77}",,La Romana,,,"{'type': 1, 'id': 7066, 'message': 0.0042, 'country': 'DO', 'sunrise': 1552301229, 'sunset': 1552344282}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 11.41, 'deg': 80}"
stations,{'all': 64},200,"{'lon': 114.91, 'lat': 60.71}",1552291700.0,2020838.0,"{'temp': 13.38, 'pressure': 1018.37, 'humidity': 61, 'temp_min': 13.38, 'temp_max': 13.38, 'sea_level': 1018.37, 'grnd_level': 970.95}",,Lensk,,,"{'message': 0.0047, 'country': 'RU', 'sunrise': 1552258249, 'sunset': 1552299080}",,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]","{'speed': 6.98, 'deg': 263.001}"
stations,{'all': 0},200,"{'lon': -69.12, 'lat': 9.33}",1552291701.0,3625346.0,"{'temp': 75.03, 'pressure': 1010.73, 'humidity': 72, 'temp_min': 75.03, 'temp_max': 75.03, 'sea_level': 1010.73, 'grnd_level': 983.91}",,Villa Bruzual,,,"{'message': 0.004, 'country': 'VE', 'sunrise': 1552301127, 'sunset': 1552344448}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 9.22, 'deg': 357.001}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 90},200,"{'lon': -66.38, 'lat': 50.2}",1552291260.0,6144312.0,"{'temp': 24.89, 'pressure': 1012, 'humidity': 85, 'temp_min': 24.8, 'temp_max': 25}",,Sept-Iles,,,"{'type': 1, 'id': 1013, 'message': 0.0058, 'country': 'CA', 'sunrise': 1552301257, 'sunset': 1552343050}",1609.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 19.46, 'deg': 100, 'gust': 12.9}"
stations,{'all': 8},200,"{'lon': 6.51, 'lat': 12.18}",1552291701.0,2339937.0,"{'temp': 90.01, 'pressure': 1011.61, 'humidity': 21, 'temp_min': 90.01, 'temp_max': 90.01, 'sea_level': 1011.61, 'grnd_level': 957.51}",,Auki,,,"{'message': 0.0029, 'country': 'NG', 'sunrise': 1552283026, 'sunset': 1552326256}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]","{'speed': 12.8, 'deg': 103.501}"
stations,{'all': 68},200,"{'lon': -73.14, 'lat': 5.2}",1552291702.0,3674735.0,"{'temp': 52.44, 'pressure': 1009.73, 'humidity': 99, 'temp_min': 52.44, 'temp_max': 52.44, 'sea_level': 1009.73, 'grnd_level': 742.63}",,Miraflores,{'3h': 0.41875},,"{'message': 0.0037, 'country': 'CO', 'sunrise': 1552302030, 'sunset': 1552345471}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]","{'speed': 0.83, 'deg': 87.5009}"
stations,{'all': 0},200,"{'lon': -3.53, 'lat': 18.9}",1552291702.0,2460954.0,"{'temp': 71.25, 'pressure': 1017.93, 'humidity': 21, 'temp_min': 71.25, 'temp_max': 71.25, 'sea_level': 1017.93, 'grnd_level': 984.39}",,Araouane,,,"{'message': 0.0031, 'country': 'ML', 'sunrise': 1552285540, 'sunset': 1552328566}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 4.74, 'deg': 30.0009}"
stations,{'all': 88},200,"{'lon': 88.2, 'lat': 69.35}",1552291558.0,1497337.0,"{'temp': 20.35, 'pressure': 997.97, 'humidity': 91, 'temp_min': 20.35, 'temp_max': 20.35, 'sea_level': 997.97, 'grnd_level': 976.79}",,Norilsk,,,"{'message': 0.0038, 'country': 'RU', 'sunrise': 1552265278, 'sunset': 1552304906}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 11.45, 'deg': 179.001}"
stations,{'all': 0},200,"{'lon': 31.19, 'lat': 27.18}",1552291702.0,359783.0,"{'temp': 68.1, 'pressure': 1020.17, 'humidity': 49, 'temp_min': 68.1, 'temp_max': 68.1, 'sea_level': 1020.17, 'grnd_level': 998.95}",,Asyut,,,"{'message': 0.0028, 'country': 'EG', 'sunrise': 1552277351, 'sunset': 1552320101}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 7.2, 'deg': 345.001}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 75},200,"{'lon': -1.35, 'lat': 60.4}",1552288800.0,2654970.0,"{'temp': 39.47, 'pressure': 1005, 'humidity': 86, 'temp_min': 37.4, 'temp_max': 41}",,Brae,,,"{'type': 1, 'id': 1447, 'message': 0.0047, 'country': 'GB', 'sunrise': 1552286075, 'sunset': 1552327047}",10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]","{'speed': 14.99, 'deg': 220}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 8},200,"{'lon': 7.39, 'lat': 18.74}",1552291703.0,2447513.0,"{'temp': 79.98, 'pressure': 1014.45, 'humidity': 44, 'temp_min': 79.98, 'temp_max': 79.98, 'sea_level': 1014.45, 'grnd_level': 963.43}",,Arlit,,,"{'message': 0.0038, 'country': 'NE', 'sunrise': 1552282918, 'sunset': 1552325947}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]","{'speed': 5.19, 'deg': 61.5009}"
stations,{'all': 92},200,"{'lon': 72.51, 'lat': 65.53}",1552291703.0,1498087.0,"{'temp': 28.23, 'pressure': 996.73, 'humidity': 94, 'temp_min': 28.23, 'temp_max': 28.23, 'sea_level': 996.73, 'grnd_level': 993.67}",,Nadym,,,"{'message': 0.0035, 'country': 'RU', 'sunrise': 1552268703, 'sunset': 1552308991}",,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 16.26, 'deg': 250.001}"
,,404,,,,,city not found,,,,,,,
,,404,,,,,city not found,,,,,,,
stations,{'all': 64},200,"{'lon': 134.08, 'lat': -0.87}",1552291704.0,1636308.0,"{'temp': 82.36, 'pressure': 1008.65, 'humidity': 96, 'temp_min': 82.36, 'temp_max': 82.36, 'sea_level': 1008.65, 'grnd_level': 1006.07}",,Manokwari,{'3h': 0.36},,"{'message': 0.0051, 'country': 'ID', 'sunrise': 1552252214, 'sunset': 1552295834}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 20.74, 'deg': 299.501}"
stations,{'all': 40},200,"{'lon': 131.29, 'lat': 31.5}",1552291424.0,1895695.0,"{'temp': 61.77, 'pressure': 1006, 'humidity': 34, 'temp_min': 60.01, 'temp_max': 66.2}",,Kushima,,,"{'type': 1, 'id': 8001, 'message': 0.0043, 'country': 'JP', 'sunrise': 1552253426, 'sunset': 1552295991}",10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 14.99, 'deg': 250}"
stations,{'all': 32},200,"{'lon': 52.89, 'lat': 63.23}",1552291704.0,572091.0,"{'temp': 30.97, 'pressure': 1000.21, 'humidity': 91, 'temp_min': 30.97, 'temp_max': 30.97, 'sea_level': 1000.21, 'grnd_level': 978.15}",,Borovoy,,,"{'message': 0.0039, 'country': 'RU', 'sunrise': 1552273246, 'sunset': 1552313856}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 6.64, 'deg': 188.501}"
stations,{'all': 20},200,"{'lon': 114.34, 'lat': -8.43}",1552291705.0,1634718.0,"{'temp': 78.09, 'pressure': 1009.53, 'humidity': 100, 'temp_min': 78.09, 'temp_max': 78.09, 'sea_level': 1009.53, 'grnd_level': 997.91}",,Muncar,{'3h': 6.42875},,"{'message': 0.0034, 'country': 'ID', 'sunrise': 1552256827, 'sunset': 1552300688}",,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]","{'speed': 1.95, 'deg': 0.000854492}"
stations,{'all': 32},200,"{'lon': -35.46, 'lat': -5.2}",1552291705.0,3386213.0,"{'temp': 79.26, 'pressure': 1010.97, 'humidity': 91, 'temp_min': 79.26, 'temp_max': 79.26, 'sea_level': 1010.97, 'grnd_level': 1006.79}",,Touros,,,"{'message': 0.0034, 'country': 'BR', 'sunrise': 1552292830, 'sunset': 1552336579}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 7.99, 'deg': 144.001}"
stations,{'all': 0},200,"{'lon': 57.56, 'lat': 66}",1552291705.0,863061.0,"{'temp': 24.54, 'pressure': 1000.93, 'humidity': 92, 'temp_min': 24.54, 'temp_max': 24.54, 'sea_level': 1000.93, 'grnd_level': 991.67}",,Usinsk,,,"{'message': 0.0118, 'country': 'RU', 'sunrise': 1552272317, 'sunset': 1552312554}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 6.53, 'deg': 216.501}"
stations,{'all': 0},200,"{'lon': 41.67, 'lat': 39.98}",1552288800.0,302824.0,"{'temp': 15.8, 'pressure': 1020, 'humidity': 92, 'temp_min': 15.8, 'temp_max': 15.8}",,Pasinler,,,"{'type': 1, 'id': 6992, 'message': 0.0047, 'country': 'TR', 'sunrise': 1552275092, 'sunset': 1552317345}",4000.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 3.36, 'deg': 70}"
stations,{'all': 0},200,"{'lon': 122.09, 'lat': 11.72}",1552291705.0,1695555.0,"{'temp': 81.6, 'pressure': 1011.53, 'humidity': 94, 'temp_min': 81.6, 'temp_max': 81.6, 'sea_level': 1011.53, 'grnd_level': 1009.67}",,Pandan,,,"{'message': 0.0031, 'country': 'PH', 'sunrise': 1552255291, 'sunset': 1552298522}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 8.66, 'deg': 54.0009}"
stations,{'all': 40},200,"{'lon': -79.93, 'lat': 22.63}",1552287000.0,3564114.0,"{'temp': 69.8, 'pressure': 1020, 'humidity': 88, 'temp_min': 69.8, 'temp_max': 69.8}",,Mata,,,"{'type': 1, 'id': 7252, 'message': 0.012, 'country': 'CU', 'sunrise': 1552303924, 'sunset': 1552346850}",9000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 3.36, 'deg': 130}"
stations,{'all': 0},200,"{'lon': 22.34, 'lat': 39.45}",1552288800.0,262462.0,"{'temp': 64.26, 'pressure': 1014, 'humidity': 39, 'temp_min': 62.6, 'temp_max': 66.2}",,Saint George,,,"{'type': 1, 'id': 6607, 'message': 0.0039, 'country': 'GR', 'sunrise': 1552279714, 'sunset': 1552321999}",10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 10.29, 'deg': 270}"
stations,{'all': 0},200,"{'lon': -97.07, 'lat': 15.86}",1552291706.0,3520994.0,"{'temp': 81.15, 'pressure': 1011.21, 'humidity': 100, 'temp_min': 81.15, 'temp_max': 81.15, 'sea_level': 1011.21, 'grnd_level': 1010.63}",,Puerto Escondido,,,"{'message': 0.0039, 'country': 'MX', 'sunrise': 1552307930, 'sunset': 1552351064}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 3.18, 'deg': 312.501}"
stations,{'all': 36},200,"{'lon': 38.15, 'lat': 10.16}",1552291707.0,339551.0,"{'temp': 76.06, 'pressure': 1009.57, 'humidity': 47, 'temp_min': 76.06, 'temp_max': 76.06, 'sea_level': 1009.57, 'grnd_level': 820.55}",,Dejen,,,"{'message': 0.0035, 'country': 'ET', 'sunrise': 1552275404, 'sunset': 1552318691}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]","{'speed': 1.83, 'deg': 4.50085}"
stations,{'all': 75},200,"{'lon': 27.19, 'lat': 63.56}",1552288800.0,656820.0,"{'temp': 10.4, 'pressure': 989, 'humidity': 85, 'temp_min': 10.4, 'temp_max': 10.4}",,Iisalmi,,,"{'type': 1, 'id': 1345, 'message': 0.0039, 'country': 'FI', 'sunrise': 1552279419, 'sunset': 1552320017}",6000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",{'speed': 1.12}
stations,{'all': 90},200,"{'lon': -130.32, 'lat': 54.32}",1552290060.0,6113406.0,"{'temp': 35.6, 'pressure': 1006, 'humidity': 93, 'temp_min': 35.6, 'temp_max': 35.6}",,Prince Rupert,,,"{'type': 1, 'id': 883, 'message': 0.005, 'country': 'CA', 'sunrise': 1552316713, 'sunset': 1552358289}",9656.0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]","{'speed': 11.41, 'deg': 140, 'gust': 7.7}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 0},200,"{'lon': 21.3, 'lat': 29.14}",1552291707.0,88533.0,"{'temp': 73, 'pressure': 1022.65, 'humidity': 44, 'temp_min': 73, 'temp_max': 73, 'sea_level': 1022.65, 'grnd_level': 1019.19}",,Awjilah,,,"{'message': 0.003, 'country': 'LY', 'sunrise': 1552279757, 'sunset': 1552322442}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 5.53, 'deg': 135.001}"
stations,{'all': 68},200,"{'lon': 43.28, 'lat': -11.38}",1552291708.0,921786.0,"{'temp': 84.97, 'pressure': 1011.89, 'humidity': 90, 'temp_min': 84.97, 'temp_max': 84.97, 'sea_level': 1011.89, 'grnd_level': 1004.15}",,Mitsamiouli,{'3h': 0.135},,"{'message': 0.0032, 'country': 'KM', 'sunrise': 1552273832, 'sunset': 1552317784}",,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]","{'speed': 15.37, 'deg': 305.001}"
stations,{'all': 0},200,"{'lon': -1.07, 'lat': 11.67}",1552291708.0,2358100.0,"{'temp': 85.42, 'pressure': 1013.21, 'humidity': 14, 'temp_min': 85.42, 'temp_max': 85.42, 'sea_level': 1013.21, 'grnd_level': 981.75}",,Manga,,,"{'message': 0.0098, 'country': 'BF', 'sunrise': 1552284837, 'sunset': 1552328082}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 13.47, 'deg': 18.5009}"
,,404,,,,,city not found,,,,,,,
stations,{'all': 0},200,"{'lon': -85.45, 'lat': 10.15}",1552291708.0,3622716.0,"{'temp': 79.08, 'pressure': 1008.69, 'humidity': 60, 'temp_min': 79.08, 'temp_max': 79.08, 'sea_level': 1008.69, 'grnd_level': 989.43}",,Nicoya,,,"{'message': 0.0032, 'country': 'CR', 'sunrise': 1552305057, 'sunset': 1552348356}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]","{'speed': 13.24, 'deg': 57.5009}"
stations,{'all': 75},200,"{'lon': -115.79, 'lat': 60.82}",1552287600.0,5972762.0,"{'temp': 33.8, 'pressure': 991, 'humidity': 55, 'temp_min': 33.8, 'temp_max': 33.8}",,Hay River,,,"{'type': 1, 'id': 819, 'message': 0.0052, 'country': 'CA', 'sunrise': 1552313504, 'sunset': 1552354542}",24140.0,"[{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50n'}]","{'speed': 8.05, 'deg': 180}"
stations,{'all': 0},200,"{'lon': 35.6, 'lat': 3.12}",1552291611.0,189280.0,"{'temp': 92.49, 'pressure': 1009.89, 'humidity': 36, 'temp_min': 92.49, 'temp_max': 92.49, 'sea_level': 1009.89, 'grnd_level': 940.07}",,Lodwar,,,"{'message': 0.0031, 'country': 'KE', 'sunrise': 1552275907, 'sunset': 1552319406}",,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]","{'speed': 13.24, 'deg': 90.0009}"
stations,{'all': 44},200,"{'lon': -55.16, 'lat': 47.17}",1552291631.0,6067472.0,"{'temp': 21, 'pressure': 1031, 'humidity': 100, 'temp_min': 21, 'temp_max': 21}",,Marystown,,,"{'type': 3, 'id': 61439, 'message': 0.0043, 'country': 'CA', 'sunrise': 1552298481, 'sunset': 1552340436}",,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]","{'speed': 13.24, 'deg': 180.501}"
stations,{'all': 90},200,"{'lon': 14.51, 'lat': -22.95}",1552291332.0,3359638.0,"{'temp': 61.54, 'pressure': 1018, 'humidity': 87, 'temp_min': 57.2, 'temp_max': 66}",,Walvis Bay,,,"{'type': 1, 'id': 2288, 'message': 0.003, 'country': 'NA', 'sunrise': 1552280526, 'sunset': 1552324885}",10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]","{'speed': 3.36, 'deg': 80}"
stations,{'all': 90},200,"{'lon': 38.15, 'lat': 56.12}",1552291510.0,542463.0,"{'temp': 34.95, 'pressure': 992, 'humidity': 100, 'temp_min': 33.8, 'temp_max': 36}",,Krasnoarmeysk,,,"{'type': 1, 'id': 9027, 'message': 0.0039, 'country': 'RU', 'sunrise': 1552276419, 'sunset': 1552317735}",4900.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]","{'speed': 11.18, 'deg': 230}"
stations,{'all': 90},200,"{'lon': -80.61, 'lat': 51.26}",1552288800.0,6078372.0,"{'temp': 19.4, 'pressure': 1003, 'humidity': 85, 'temp_min': 19.4, 'temp_max': 19.4}",,Moose Factory,,,"{'type': 1, 'id': 860, 'message': 0.0046, 'country': 'CA', 'sunrise': 1552304700, 'sunset': 1552346439}",14484.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]","{'speed': 11.41, 'deg': 320, 'gust': 8.7}"
